id_cliente,edad,antiguedad_meses,ingreso_mensual,tipo_producto,monto_cuota,tasa_interes_anual,porcentaje_uso_linea,dias_retraso_promedio,frecuencia_retrasos_6m,target_moroso
CUST-00320,64,86,3044.53,Prestamo Personal,681.51,18.5,0.48,14,2,0
CUST-00321,48,108,2798.45,Microcredito,465.72,36.2,0.39,16,3,0
CUST-00322,50,24,4101.56,Tarjeta de Credito,1171.49,30.1,0.25,7,5,0
CUST-00323,49,81,1937.55,Prestamo Personal,521.15,39.9,0.63,12,1,0
CUST-00324,26,74,2847.17,Tarjeta de Credito,412.26,30.2,0.85,11,0,0
CUST-00325,55,30,2962.49,Microcredito,437.94,33.6,0.92,9,1,0
CUST-00326,61,59,2082.08,Microcredito,421.54,29.3,0.26,10,2,0
CUST-00327,57,110,2152.71,Microcredito,548.33,29.3,0.71,14,2,0
CUST-00328,44,87,2064.98,Microcredito,224.69,38.0,0.66,12,0,0
CUST-00329,49,96,2569.85,Tarjeta de Credito,613.34,33.9,0.39,16,5,0
CUST-00330,51,81,2937.35,Microcredito,674.55,34.0,0.12,13,4,0
CUST-00331,55,114,2598.58,Prestamo Personal,380.16,28.5,0.69,17,3,0
CUST-00332,53,115,3067.57,Tarjeta de Credito,724.78,30.9,0.9,74,5,1
CUST-00333,41,81,924.68,Microcredito,266.34,37.4,0.64,6,2,0
CUST-00334,52,14,2325.4,Tarjeta de Credito,254.3,39.8,0.47,13,1,0
CUST-00335,43,9,1681.26,Prestamo Personal,275.61,35.9,0.55,7,1,0
CUST-00336,53,40,2741.38,Tarjeta de Credito,514.38,42.7,0.27,14,5,0
CUST-00337,23,66,2729.53,Tarjeta de Credito,763.86,39.6,0.74,13,4,0
CUST-00338,38,109,2407.5,Prestamo Personal,704.08,31.9,0.73,12,1,0
CUST-00339,45,25,2908.22,Prestamo Personal,549.14,35.1,0.22,13,3,0
CUST-00340,62,103,3298.25,Tarjeta de Credito,824.58,42.8,0.85,77,3,1
CUST-00341,51,73,2451.58,Tarjeta de Credito,505.84,33.6,0.33,6,4,0
CUST-00342,23,118,1658.64,Microcredito,344.26,39.7,0.93,67,5,1
CUST-00343,60,22,1234.99,Tarjeta de Credito,192.19,35.7,0.43,12,1,0
CUST-00344,44,107,2528.89,Tarjeta de Credito,362.62,31.6,0.25,10,3,0
CUST-00345,52,110,2693.49,Microcredito,424.5,22.3,0.4,7,2,0
CUST-00346,42,4,1724.38,Microcredito,364.3,27.8,0.47,11,2,0
CUST-00347,43,26,3080.61,Tarjeta de Credito,326.02,44.0,0.16,14,5,0
CUST-00348,22,58,2132.83,Prestamo Personal,600.28,34.7,0.59,13,2,0
CUST-00349,47,29,1174.85,Microcredito,154.21,31.9,0.61,15,1,0
CUST-00350,62,109,3505.15,Microcredito,504.8,43.0,0.73,70,6,1
CUST-00351,22,98,3415.19,Prestamo Personal,695.52,32.6,0.12,9,3,0
CUST-00352,46,87,887.52,Tarjeta de Credito,214.8,30.8,0.56,11,0,0
CUST-00353,37,37,2049.92,Tarjeta de Credito,244.24,37.8,0.14,16,2,0
CUST-00354,60,75,2018.73,Tarjeta de Credito,330.14,36.4,0.7,16,2,0
CUST-00355,53,70,3811.59,Prestamo Personal,1119.6,20.8,0.15,15,0,0
CUST-00356,29,18,2420.57,Tarjeta de Credito,369.06,29.1,0.87,58,2,1
CUST-00357,63,85,1303.3,Prestamo Personal,211.93,29.2,0.7,16,1,0
CUST-00358,59,42,3205.68,Tarjeta de Credito,856.88,26.3,0.53,17,3,0
CUST-00359,49,100,1515.38,Tarjeta de Credito,166.76,30.5,0.48,14,2,0
CUST-00360,62,41,2291.73,Microcredito,442.13,27.4,0.21,6,4,0
CUST-00361,46,38,1884.18,Tarjeta de Credito,331.47,21.0,0.35,16,1,0
CUST-00362,55,34,2051.64,Tarjeta de Credito,335.07,27.4,0.84,83,3,1
CUST-00363,45,17,3249.81,Microcredito,510.67,17.2,0.87,10,4,0
CUST-00364,44,37,3717.06,Tarjeta de Credito,439.63,32.3,0.1,8,4,0
CUST-00365,33,25,1480.51,Prestamo Personal,241.27,40.6,0.61,6,5,0
CUST-00366,27,102,3000.86,Prestamo Personal,325.92,36.8,0.71,16,4,0
CUST-00367,56,76,1913.8,Tarjeta de Credito,490.3,25.8,0.63,8,0,0
CUST-00368,40,87,1938.66,Microcredito,348.27,17.6,0.17,9,2,0
CUST-00369,21,117,2892.51,Prestamo Personal,546.05,21.1,0.29,12,5,0
CUST-00370,28,106,1677.68,Tarjeta de Credito,467.6,31.4,0.31,20,0,0
CUST-00371,36,86,2876.48,Tarjeta de Credito,666.22,21.2,0.81,9,5,0
CUST-00372,34,85,3084.09,Tarjeta de Credito,313.38,31.3,0.49,9,2,0
CUST-00373,32,27,2153.97,Microcredito,621.71,21.9,0.51,13,5,0
CUST-00374,43,57,3561.66,Tarjeta de Credito,525.09,40.5,0.89,9,0,0
CUST-00375,35,31,1481.74,Prestamo Personal,180.07,26.9,0.64,12,3,0
CUST-00376,48,6,3576.32,Prestamo Personal,907.05,22.4,0.86,54,4,1
CUST-00377,54,91,944.81,Prestamo Personal,189.05,39.4,0.49,15,1,0
CUST-00378,22,40,4659.77,Tarjeta de Credito,870.23,25.3,0.23,14,2,0
CUST-00379,52,98,2175.04,Tarjeta de Credito,326.04,18.3,0.89,66,4,1
CUST-00380,43,12,1570.15,Prestamo Personal,328.94,32.1,0.49,11,2,0
CUST-00381,42,109,2313.86,Tarjeta de Credito,358.36,32.4,0.25,11,3,0
CUST-00382,45,53,1662.82,Tarjeta de Credito,466.12,36.4,0.36,8,0,0
CUST-00383,42,71,2809.57,Tarjeta de Credito,401.88,22.2,0.14,12,1,0
CUST-00384,42,10,3594.13,Tarjeta de Credito,995.11,28.3,0.5,16,0,0
CUST-00385,62,45,1705.24,Microcredito,361.31,23.5,0.83,11,5,0
CUST-00386,26,17,2963.52,Tarjeta de Credito,787.4,17.4,0.89,69,6,1
CUST-00387,35,26,1273.81,Tarjeta de Credito,308.99,41.3,0.89,72,6,1
CUST-00388,63,85,3326.36,Tarjeta de Credito,796.13,36.9,0.21,13,0,0
CUST-00389,57,92,2832.99,Prestamo Personal,467.07,24.0,0.42,16,4,0
CUST-00390,53,62,3360.95,Prestamo Personal,493.32,33.0,0.12,9,3,0
CUST-00391,28,46,2402.12,Tarjeta de Credito,341.53,21.0,0.83,12,4,0
CUST-00392,64,64,2151.87,Prestamo Personal,584.1,41.7,0.4,13,5,0
CUST-00393,64,2,3152.89,Prestamo Personal,832.63,18.4,0.64,10,3,0
CUST-00394,25,54,1453.56,Microcredito,273.44,15.1,0.71,11,0,0
CUST-00395,59,107,1105.74,Microcredito,139.86,30.1,0.47,16,5,0
CUST-00396,24,65,2496.03,Tarjeta de Credito,440.43,32.5,0.36,15,0,0
CUST-00397,26,51,2188.32,Tarjeta de Credito,489.9,32.4,0.92,89,5,1
CUST-00398,52,53,2943.07,Tarjeta de Credito,561.78,16.6,0.92,71,2,1
CUST-00399,50,36,3373.24,Tarjeta de Credito,863.68,24.4,0.35,11,0,0
CUST-00400,55,115,2926.41,Microcredito,876.53,30.0,0.51,18,1,0
CUST-00401,60,26,3309.52,Tarjeta de Credito,457.46,21.5,0.93,75,6,1
CUST-00402,36,29,2756.84,Tarjeta de Credito,529.12,41.2,0.1,11,4,0
CUST-00403,33,21,2895.68,Prestamo Personal,539.17,17.6,0.45,14,4,0
CUST-00404,62,11,2406.67,Prestamo Personal,387.23,29.6,0.19,12,2,0
CUST-00405,50,40,2872.04,Tarjeta de Credito,400.99,35.7,0.53,9,1,0
CUST-00406,39,11,2633.32,Tarjeta de Credito,297.93,22.9,0.12,13,5,0
CUST-00407,37,36,2760.14,Tarjeta de Credito,765.73,33.7,0.45,19,5,0
CUST-00408,39,113,2366.62,Prestamo Personal,435.39,39.9,0.29,11,5,0
CUST-00409,48,59,3147.14,Tarjeta de Credito,627.47,20.7,0.55,15,4,0
CUST-00410,46,39,1931.64,Tarjeta de Credito,547.4,42.5,0.95,46,6,1
CUST-00411,57,104,2485.32,Prestamo Personal,634.4,31.6,0.78,62,3,1
CUST-00412,46,99,3549.43,Tarjeta de Credito,447.58,24.0,0.82,10,0,0
CUST-00413,43,54,1741.02,Prestamo Personal,370.98,27.9,0.64,16,4,0
CUST-00414,29,98,800.0,Tarjeta de Credito,150.76,24.4,0.14,21,5,0
CUST-00415,32,55,2793.17,Tarjeta de Credito,724.67,36.8,0.28,14,0,0
CUST-00416,21,111,2294.44,Microcredito,561.79,38.9,0.89,67,6,1
CUST-00417,21,24,3308.69,Prestamo Personal,787.74,40.0,0.41,14,3,0
CUST-00418,54,118,2395.59,Tarjeta de Credito,402.72,44.6,0.19,8,2,0
CUST-00419,52,22,2016.53,Prestamo Personal,526.3,38.7,0.7,7,4,0
CUST-00420,45,69,2439.35,Prestamo Personal,269.5,33.0,0.35,7,3,0
CUST-00421,60,56,3374.45,Prestamo Personal,445.17,25.2,0.33,23,1,0
CUST-00422,21,33,2960.3,Tarjeta de Credito,494.74,31.3,0.95,52,5,1
CUST-00423,36,36,800.0,Microcredito,92.29,16.2,0.83,52,3,1
CUST-00424,59,111,2648.61,Tarjeta de Credito,389.34,37.3,0.45,7,4,0
CUST-00425,25,20,2688.61,Tarjeta de Credito,715.25,28.4,0.93,56,3,1
CUST-00426,42,83,2485.4,Tarjeta de Credito,719.9,15.6,0.65,13,3,0
CUST-00427,49,99,2011.29,Tarjeta de Credito,323.66,16.9,0.73,15,2,0
CUST-00428,23,116,3455.63,Microcredito,528.38,26.6,0.13,7,0,0
CUST-00429,32,107,3495.23,Tarjeta de Credito,545.18,32.5,0.2,8,0,0
CUST-00430,46,81,800.0,Tarjeta de Credito,124.44,28.9,0.64,10,2,0
CUST-00431,36,62,1861.63,Microcredito,199.54,33.6,0.86,68,6,1
CUST-00432,57,109,2384.22,Tarjeta de Credito,680.42,29.4,0.63,14,0,0
CUST-00433,42,107,3258.81,Tarjeta de Credito,465.16,34.9,0.21,11,4,0
CUST-00434,49,98,2527.88,Tarjeta de Credito,465.13,21.6,0.2,8,5,0
CUST-00435,34,73,1953.12,Tarjeta de Credito,199.1,18.4,0.82,12,4,0
CUST-00436,48,26,3067.63,Tarjeta de Credito,833.14,32.9,0.22,8,3,0
CUST-00437,25,66,2330.93,Prestamo Personal,573.95,29.5,0.54,13,3,0
CUST-00438,50,117,2406.08,Tarjeta de Credito,696.2,15.8,0.13,12,5,0
CUST-00439,25,73,2478.27,Tarjeta de Credito,635.24,26.4,0.17,8,5,0
CUST-00440,32,73,2959.45,Prestamo Personal,481.62,18.2,0.67,14,5,0
CUST-00441,36,40,2253.16,Prestamo Personal,337.02,30.9,0.69,15,5,0
CUST-00442,46,17,3049.56,Tarjeta de Credito,730.5,26.9,0.39,17,1,0
CUST-00443,46,1,2441.54,Prestamo Personal,421.95,33.4,0.28,7,5,0
CUST-00444,41,89,1646.39,Tarjeta de Credito,351.08,39.2,0.79,9,5,0
CUST-00445,59,61,2470.58,Tarjeta de Credito,250.15,24.0,0.28,7,3,0
CUST-00446,56,43,1687.83,Prestamo Personal,189.67,43.9,0.56,13,4,0
CUST-00447,53,104,2532.79,Tarjeta de Credito,524.47,31.1,0.92,79,5,1
CUST-00448,50,42,3163.58,Microcredito,674.52,33.5,0.23,10,0,0
CUST-00449,57,25,1641.1,Tarjeta de Credito,410.75,35.4,0.9,78,3,1
CUST-00450,43,39,2791.42,Prestamo Personal,352.82,35.0,0.26,5,1,0
CUST-00451,30,35,1836.77,Tarjeta de Credito,372.2,30.3,0.58,14,4,0
CUST-00452,25,3,2661.36,Prestamo Personal,369.64,27.9,0.42,13,5,0
CUST-00453,56,114,3188.16,Prestamo Personal,378.24,16.6,0.92,62,5,1
CUST-00454,54,101,800.0,Microcredito,145.68,15.7,0.33,7,0,0
CUST-00455,51,108,1608.42,Tarjeta de Credito,213.38,25.7,0.44,18,3,0
CUST-00456,30,44,2204.82,Prestamo Personal,318.28,25.0,0.94,42,6,1
CUST-00457,39,51,2752.03,Prestamo Personal,449.99,26.6,0.56,12,5,0
CUST-00458,52,94,2366.89,Prestamo Personal,359.48,19.2,0.53,11,2,0
CUST-00459,21,102,2463.3,Prestamo Personal,289.48,37.1,0.32,17,3,0
CUST-00460,25,98,4134.39,Prestamo Personal,487.79,40.7,0.7,12,4,0
CUST-00461,24,12,1530.03,Tarjeta de Credito,212.14,43.2,0.11,13,3,0
CUST-00462,36,19,3408.39,Tarjeta de Credito,375.3,29.8,0.14,14,1,0
CUST-00463,44,101,2220.02,Tarjeta de Credito,500.15,36.0,0.61,11,0,0
CUST-00464,36,44,2939.58,Tarjeta de Credito,462.88,40.7,0.39,4,4,0
CUST-00465,22,59,4203.16,Microcredito,655.48,27.5,0.91,77,4,1
CUST-00466,48,49,3050.94,Prestamo Personal,507.68,24.3,0.87,11,0,0
CUST-00467,52,61,2798.0,Microcredito,650.7,43.1,0.71,61,2,1
CUST-00468,47,17,3779.3,Tarjeta de Credito,1036.01,30.5,0.8,49,3,1
CUST-00469,40,74,3399.84,Microcredito,856.14,29.9,0.67,13,1,0
CUST-00470,44,57,1860.48,Microcredito,456.76,20.4,0.21,6,1,0
CUST-00471,32,55,2735.62,Prestamo Personal,538.58,18.2,0.75,14,4,0
CUST-00472,55,113,1126.0,Prestamo Personal,268.85,40.3,0.28,12,3,0
CUST-00473,53,47,2067.88,Tarjeta de Credito,435.4,33.4,0.37,10,0,0
CUST-00474,53,12,2751.24,Microcredito,394.12,24.8,0.8,9,3,0
CUST-00475,63,62,2018.32,Prestamo Personal,286.03,20.8,0.56,13,3,0
CUST-00476,57,80,2718.69,Tarjeta de Credito,433.03,31.7,0.83,11,1,0
CUST-00477,32,88,2489.29,Tarjeta de Credito,702.38,32.5,0.28,13,3,0
CUST-00478,23,83,2929.13,Microcredito,613.6,21.2,0.62,13,0,0
CUST-00479,21,8,2160.64,Microcredito,533.21,40.5,0.17,10,0,0
CUST-00480,53,95,1747.88,Microcredito,295.94,17.5,0.65,16,5,0
CUST-00481,60,21,3682.5,Prestamo Personal,668.53,25.7,0.75,14,2,0
CUST-00482,30,81,2103.44,Tarjeta de Credito,263.17,35.4,0.6,9,4,0
CUST-00483,63,87,3028.01,Tarjeta de Credito,406.54,23.2,0.33,16,3,0
CUST-00484,64,101,3648.2,Tarjeta de Credito,968.49,39.8,0.13,8,4,0
CUST-00485,49,118,2630.14,Tarjeta de Credito,570.66,37.2,0.2,15,4,0
CUST-00486,33,80,1814.95,Tarjeta de Credito,304.02,38.7,0.63,14,4,0
CUST-00487,32,70,2357.11,Tarjeta de Credito,614.19,18.6,0.89,59,6,1
CUST-00488,51,72,3314.03,Tarjeta de Credito,494.8,19.2,0.28,16,4,0
CUST-00489,22,25,2665.0,Microcredito,786.73,23.6,0.72,11,5,0
CUST-00490,55,82,1535.89,Tarjeta de Credito,259.51,30.5,0.84,12,0,0
CUST-00491,43,89,2977.32,Microcredito,498.59,37.4,0.54,10,3,0
CUST-00492,37,12,3115.63,Prestamo Personal,505.92,40.1,0.67,13,5,0
CUST-00493,46,15,2215.75,Tarjeta de Credito,275.69,36.1,0.79,6,2,0
CUST-00494,28,59,2988.2,Tarjeta de Credito,365.24,42.9,0.32,20,4,0
CUST-00495,49,26,2696.01,Tarjeta de Credito,619.06,37.2,0.35,14,2,0
CUST-00496,46,105,2342.06,Tarjeta de Credito,644.12,24.2,0.1,8,0,0
CUST-00497,30,109,1465.17,Prestamo Personal,378.17,23.0,0.92,80,2,1
CUST-00498,46,26,3362.36,Tarjeta de Credito,431.13,35.9,0.88,48,3,1
CUST-00499,54,47,3107.37,Tarjeta de Credito,649.8,20.8,0.75,54,6,1
CUST-00500,61,32,2967.11,Tarjeta de Credito,359.37,17.8,0.17,12,1,0
CUST-00501,27,10,3735.62,Microcredito,407.4,31.0,0.48,9,2,0
CUST-00502,24,16,3256.15,Prestamo Personal,753.07,39.6,0.19,16,3,0
CUST-00503,31,71,3049.25,Prestamo Personal,631.29,18.0,0.11,16,1,0
CUST-00504,49,17,800.0,Tarjeta de Credito,93.12,38.8,0.62,18,0,0
CUST-00505,56,23,3457.52,Prestamo Personal,369.91,39.3,0.92,65,6,1
CUST-00506,45,26,2566.46,Prestamo Personal,764.68,29.5,0.87,83,4,1
CUST-00507,41,85,2749.99,Prestamo Personal,291.51,16.7,0.69,7,5,0
CUST-00508,56,86,2755.47,Microcredito,520.52,20.2,0.18,11,0,0
CUST-00509,30,7,3119.07,Tarjeta de Credito,626.7,36.2,0.33,17,5,0
CUST-00510,57,14,3397.74,Microcredito,419.47,36.4,0.37,10,3,0
CUST-00511,29,79,3007.39,Microcredito,402.43,42.0,0.75,13,4,0
CUST-00512,44,117,2880.23,Tarjeta de Credito,490.68,32.5,0.78,11,3,0
CUST-00513,55,7,2685.21,Tarjeta de Credito,677.57,18.7,0.43,10,3,0
CUST-00514,55,9,800.0,Microcredito,161.13,18.6,0.46,10,4,0
CUST-00515,56,115,2269.93,Tarjeta de Credito,516.59,36.6,0.14,17,4,0
CUST-00516,38,48,1746.73,Prestamo Personal,518.84,20.5,0.35,11,5,0
CUST-00517,59,72,3468.59,Microcredito,879.64,24.9,0.48,11,3,0
CUST-00518,52,114,2995.23,Prestamo Personal,559.73,29.6,0.2,15,2,0
CUST-00519,44,59,2133.49,Tarjeta de Credito,403.84,15.7,0.49,12,5,0
CUST-00520,43,87,2213.83,Prestamo Personal,495.35,22.5,0.83,64,6,1
CUST-00521,52,93,2184.81,Tarjeta de Credito,509.22,27.2,0.59,11,0,0
CUST-00522,57,82,2170.54,Prestamo Personal,434.42,23.4,0.17,12,5,0
CUST-00523,32,95,1344.35,Tarjeta de Credito,307.82,19.1,0.26,16,1,0
CUST-00524,33,94,1170.98,Prestamo Personal,122.61,36.8,0.5,6,2,0
CUST-00525,43,116,2523.24,Prestamo Personal,469.13,39.4,0.41,12,5,0
CUST-00526,45,39,3360.25,Prestamo Personal,523.49,22.7,0.4,11,4,0
CUST-00527,55,99,2069.85,Prestamo Personal,260.46,38.2,0.55,10,4,0
CUST-00528,61,18,2742.76,Prestamo Personal,328.88,26.6,0.6,15,2,0
CUST-00529,50,59,3087.41,Prestamo Personal,681.2,30.2,0.78,4,1,0
CUST-00530,37,106,1705.3,Tarjeta de Credito,349.11,40.7,0.39,10,5,0
CUST-00531,40,103,2484.02,Prestamo Personal,374.38,37.5,0.78,14,5,0
CUST-00532,45,17,1966.78,Tarjeta de Credito,381.93,39.2,0.39,11,3,0
CUST-00533,42,14,3784.9,Microcredito,751.1,19.1,0.15,13,0,0
CUST-00534,33,31,3749.97,Tarjeta de Credito,521.25,17.1,0.57,11,4,0
CUST-00535,39,24,1706.13,Tarjeta de Credito,393.12,41.8,0.6,13,5,0
CUST-00536,56,99,2808.71,Prestamo Personal,719.55,26.6,0.89,58,6,1
CUST-00537,32,108,3354.08,Tarjeta de Credito,866.33,23.6,0.72,7,5,0
CUST-00538,61,60,3178.66,Tarjeta de Credito,700.88,36.7,0.88,6,1,0
CUST-00539,39,45,2565.25,Prestamo Personal,519.02,40.1,0.87,68,2,1
CUST-00540,32,98,3545.25,Prestamo Personal,397.78,40.9,0.61,80,6,1
CUST-00541,29,3,1776.39,Prestamo Personal,279.9,24.5,0.55,11,2,0
CUST-00542,27,37,2257.53,Tarjeta de Credito,267.87,40.6,0.57,17,4,0
CUST-00543,48,43,1797.89,Prestamo Personal,526.36,16.2,0.93,73,5,1
CUST-00544,34,40,3125.99,Tarjeta de Credito,397.05,16.5,0.76,9,2,0
CUST-00545,51,90,2033.89,Prestamo Personal,265.13,33.7,0.19,14,4,0
CUST-00546,39,55,2363.0,Prestamo Personal,656.71,16.9,0.76,8,1,0
CUST-00547,36,87,2994.14,Prestamo Personal,864.66,24.7,0.24,14,0,0
CUST-00548,25,108,3058.6,Tarjeta de Credito,774.33,35.2,0.48,9,0,0
CUST-00549,55,39,1774.3,Tarjeta de Credito,179.35,25.1,0.28,13,4,0
CUST-00550,32,15,3345.32,Tarjeta de Credito,335.43,20.4,0.69,7,2,0
CUST-00551,45,113,2864.55,Tarjeta de Credito,503.07,23.4,0.85,53,5,1
CUST-00552,41,4,1634.64,Tarjeta de Credito,210.34,28.7,0.35,19,1,0
CUST-00553,56,93,1437.83,Prestamo Personal,149.07,29.3,0.17,6,4,0
CUST-00554,43,86,2487.34,Tarjeta de Credito,479.59,38.5,0.35,18,1,0
CUST-00555,36,25,3180.08,Microcredito,917.81,37.5,0.67,11,0,0
CUST-00556,59,13,3200.57,Tarjeta de Credito,527.34,28.7,0.38,9,5,0
CUST-00557,62,82,2784.93,Prestamo Personal,646.74,40.4,0.34,13,5,0
CUST-00558,59,33,2538.94,Prestamo Personal,585.09,18.4,0.26,11,3,0
CUST-00559,34,16,2909.39,Tarjeta de Credito,437.04,22.7,0.52,12,1,0
CUST-00560,51,109,1815.74,Tarjeta de Credito,417.77,39.8,0.33,16,4,0
CUST-00561,25,42,3849.59,Prestamo Personal,548.44,26.3,0.72,14,3,0
CUST-00562,55,108,3839.15,Tarjeta de Credito,477.6,44.4,0.17,13,2,0
CUST-00563,43,66,2843.05,Microcredito,683.12,29.0,0.66,9,5,0
CUST-00564,49,55,2657.84,Prestamo Personal,326.09,38.8,0.3,14,4,0
CUST-00565,63,99,2170.86,Microcredito,649.92,27.1,0.52,10,1,0
CUST-00566,31,42,2923.0,Tarjeta de Credito,399.55,27.7,0.34,11,3,0
CUST-00567,38,34,1946.95,Prestamo Personal,426.05,26.5,0.71,58,6,1
CUST-00568,32,30,800.0,Prestamo Personal,145.82,36.6,0.9,50,5,1
CUST-00569,29,119,800.0,Prestamo Personal,100.22,31.4,0.88,11,3,0
CUST-00570,30,13,1860.4,Tarjeta de Credito,196.4,43.3,0.6,11,3,0
CUST-00571,64,13,2625.1,Prestamo Personal,589.46,22.5,0.49,15,1,0
CUST-00572,37,18,2765.58,Tarjeta de Credito,722.79,18.0,0.8,54,6,1
CUST-00573,58,32,2110.59,Prestamo Personal,566.49,26.8,0.68,9,0,0
CUST-00574,27,96,2613.47,Tarjeta de Credito,513.66,33.5,0.26,13,0,0
CUST-00575,33,99,2280.62,Microcredito,582.68,40.8,0.8,79,3,1
CUST-00576,60,39,1700.55,Tarjeta de Credito,398.9,25.4,0.46,16,1,0
CUST-00577,62,46,2457.0,Microcredito,601.6,34.6,0.26,13,5,0
CUST-00578,29,116,3150.37,Microcredito,625.41,25.5,0.34,9,3,0
CUST-00579,47,29,1736.75,Microcredito,393.69,33.5,0.33,12,4,0
CUST-00580,22,62,1737.12,Prestamo Personal,453.57,41.5,0.54,17,4,0
CUST-00581,25,113,1644.6,Tarjeta de Credito,295.33,21.9,0.3,9,2,0
CUST-00582,49,93,950.79,Microcredito,248.34,27.1,0.21,14,2,0
CUST-00583,57,62,2115.84,Tarjeta de Credito,462.11,44.8,0.21,7,0,0
CUST-00584,58,117,3071.27,Prestamo Personal,409.03,41.1,0.6,15,2,0
CUST-00585,39,108,2639.13,Prestamo Personal,276.94,31.9,0.72,8,2,0
CUST-00586,28,57,2364.6,Prestamo Personal,408.01,30.5,0.37,10,0,0
CUST-00587,21,16,2603.25,Tarjeta de Credito,544.96,23.5,0.13,7,5,0
CUST-00588,42,56,2108.81,Prestamo Personal,565.09,30.5,0.21,11,0,0
CUST-00589,37,108,941.69,Microcredito,118.18,40.4,0.88,8,2,0
CUST-00590,27,111,3126.98,Tarjeta de Credito,813.14,35.6,0.52,9,4,0
CUST-00591,45,10,3356.9,Microcredito,915.1,23.7,0.49,9,2,0
CUST-00592,24,30,1917.47,Tarjeta de Credito,249.53,21.0,0.13,5,3,0
CUST-00593,56,25,2379.33,Tarjeta de Credito,643.18,23.0,0.72,10,3,0
CUST-00594,26,103,2310.4,Tarjeta de Credito,689.17,20.1,0.55,14,3,0
CUST-00595,51,84,2781.03,Tarjeta de Credito,682.38,17.9,0.27,10,5,0
CUST-00596,39,5,3851.91,Microcredito,989.76,27.6,0.19,11,1,0
CUST-00597,64,65,3427.83,Tarjeta de Credito,1024.52,18.4,0.43,11,3,0
CUST-00598,59,94,2198.47,Tarjeta de Credito,486.07,20.2,0.81,9,4,0
CUST-00599,47,49,2933.97,Tarjeta de Credito,474.06,31.4,0.84,11,5,0
CUST-00600,30,3,3503.49,Prestamo Personal,937.21,19.9,0.61,13,1,0
CUST-00601,46,45,2826.68,Prestamo Personal,630.06,16.9,0.72,10,1,0
CUST-00602,39,14,2496.24,Tarjeta de Credito,539.78,24.5,0.2,11,3,0
CUST-00603,59,30,2856.8,Tarjeta de Credito,430.6,21.6,0.6,7,2,0
CUST-00604,23,114,1937.38,Microcredito,486.8,30.5,0.67,15,0,0
CUST-00605,33,68,2054.18,Tarjeta de Credito,238.97,18.1,0.27,11,2,0
CUST-00606,48,18,1648.77,Tarjeta de Credito,469.66,37.6,0.85,63,4,1
CUST-00607,40,62,2745.65,Tarjeta de Credito,453.48,42.2,0.27,13,1,0
CUST-00608,48,37,2394.88,Prestamo Personal,300.69,37.3,0.37,10,1,0
CUST-00609,28,25,1841.51,Tarjeta de Credito,347.08,31.0,0.63,10,5,0
CUST-00610,61,48,2368.66,Prestamo Personal,256.99,40.8,0.64,13,5,0
CUST-00611,59,65,2876.0,Tarjeta de Credito,681.4,35.8,0.69,10,1,0
CUST-00612,21,53,4031.77,Microcredito,1131.08,15.3,0.2,13,4,0
CUST-00613,23,110,3309.65,Tarjeta de Credito,885.17,26.8,0.82,43,6,1
CUST-00614,33,79,800.0,Prestamo Personal,100.38,40.5,0.55,7,0,0
CUST-00615,48,73,2691.45,Tarjeta de Credito,337.12,25.4,0.5,13,1,0
CUST-00616,45,15,3643.46,Tarjeta de Credito,957.09,16.1,0.93,57,5,1
CUST-00617,53,49,1429.7,Prestamo Personal,407.25,37.4,0.73,11,5,0
CUST-00618,58,88,2941.25,Tarjeta de Credito,565.11,39.1,0.2,14,1,0
CUST-00619,26,68,2310.69,Microcredito,461.66,19.8,0.74,10,4,0
CUST-00620,64,12,3420.23,Microcredito,559.73,31.1,0.18,10,1,0
CUST-00621,52,59,2823.41,Microcredito,787.32,20.8,0.12,14,4,0
CUST-00622,41,37,1792.79,Tarjeta de Credito,410.51,36.6,0.44,17,1,0
CUST-00623,36,61,2339.32,Prestamo Personal,368.79,23.1,0.94,75,5,1
CUST-00624,41,101,2386.64,Tarjeta de Credito,381.28,24.5,0.25,17,0,0
CUST-00625,31,43,2401.46,Microcredito,668.18,40.3,0.67,14,3,0
CUST-00626,57,70,3395.41,Prestamo Personal,348.8,29.3,0.25,12,4,0
CUST-00627,56,39,1825.9,Microcredito,300.44,35.1,0.72,6,5,0
CUST-00628,55,56,3302.44,Tarjeta de Credito,696.39,27.1,0.53,15,5,0
CUST-00629,39,63,2258.2,Prestamo Personal,292.76,23.9,0.68,14,2,0
CUST-00630,40,46,2678.81,Tarjeta de Credito,317.22,33.8,0.27,9,3,0
CUST-00631,38,88,2557.9,Prestamo Personal,672.87,19.6,0.73,8,1,0
CUST-00632,61,11,2482.56,Tarjeta de Credito,692.34,26.2,0.95,70,2,1
CUST-00633,34,62,2489.12,Prestamo Personal,658.92,21.3,0.67,9,1,0
CUST-00634,35,77,3665.89,Prestamo Personal,1025.56,35.9,0.52,9,1,0
CUST-00635,51,98,3173.96,Prestamo Personal,668.51,43.3,0.88,10,3,0
CUST-00636,21,25,2209.83,Tarjeta de Credito,579.97,44.9,0.11,7,0,0
CUST-00637,23,71,3766.23,Prestamo Personal,665.9,28.5,0.72,10,2,0
CUST-00638,36,52,2719.74,Tarjeta de Credito,634.39,22.6,0.86,63,3,1
CUST-00639,43,4,2786.1,Tarjeta de Credito,829.61,28.3,0.15,13,0,0
